Tweets,ID,Date,Likes,Retweets,Sentiment
Finally... signs that indicate that you have long-term Corona,1.38E+18,20/04/2021 12:12,0,0,1
"“Health” announces the provision of 113,621 doses of the “Covid-19” vaccine during the past 24 hours, and the total to date is 9,788,826.",1.38E+18,20/04/2021 12:10,0,0,1
Why does the Corona pandemic put double pressure on autistic children?,1.38E+18,20/04/2021 13:12,1,0,0
"The UAE provides 113,621 doses of the Corona vaccine within 24 hours",1.38E+18,20/04/2021 13:10,0,0,1
"Frankly, as one of the fans, I love to watch the big matches, but at the same time I get upset if I see a team like Barcelona suffering financially and unable to adjust its situation due to Corona, and as far as I know, no one would help Barcelona or any big club, if its debts increase, it will eventually declare bankruptcy and a fourth degree like Parma. I see who He has the right to think for himself",1.38E+18,20/04/2021 14:50,0,0,1
UNICEF: Corona has devastating repercussions on children and adolescents,1.38E+18,20/04/2021 14:38,0,1,0
Corona reduces the population of Spain for the first time in five years,1.38E+18,20/04/2021 14:09,0,0,2
"Saudi Arabia records 12 deaths and 1,070 new infections with the Corona virus",1.38E+18,20/04/2021 14:09,0,0,0
"°° ~ The Emirates Red Crescent Authority flew a second plane to Damascus, to limit the repercussions of the spread of Covid-19, and this aid comes within the UAE’s global response to confront the Corona pandemic in the Syrian arena.",1.38E+18,20/04/2021 14:06,5,3,2
"The Corona virus worked between the Houthi leaders and the leaders of the Revolutionary Guard, the Corona commandos",1.38E+18,20/04/2021 17:02,0,0,1
Yemen begins the vaccination campaign against Corona,1.38E+18,20/04/2021 16:45,0,1,1
Report: “A virus appears to have unleashed new life in...,1.38E+18,20/04/2021 16:42,13,2,0
"Do the jinn get sick? If yes, did they get Covid and how do they treat it?",1.38E+18,20/04/2021 17:16,1,0,1
“Emergency and Crisis” is considering restricting the movement of those not vaccinated with the “Corona” vaccine,1.38E+18,20/04/2021 18:15,2,2,1
Israel is preparing for a second round of vaccination against Corona,1.38E+18,20/04/2021 19:54,1,0,1
“Emergencies and Crises” is considering restricting the movement of those not vaccinated with the “Corona” vaccine,1.38E+18,20/04/2021 20:41,0,0,1
The militia and “Corona” double the suffering of Yemenis during Ramadan,1.38E+18,20/04/2021 21:38,0,0,0
“Pfizer” proves its effectiveness against a new strain of “Corona”,1.38E+18,20/04/2021 21:37,0,0,2
Iran's main cemetery fills up amid rising coronavirus deaths,1.38E+18,20/04/2021 21:14,1,0,0
"The Corona hoax is exposed, and I personally am enjoying the play’s chapters",1.38E+18,20/04/2021 22:31,0,0,2
"I think the idea of ​​the coup is clear now, which is to put pressure on the European Union to change the rules of the game and support the big clubs financially more. We are now waiting for the European Union to rethink the Champions League and pump more money to the clubs, especially after the Corona losses.",1.38E+18,21/04/2021 0:26,0,0,0
What about the treatment of Corona?.. A promising hope coming from the door of antibiotics,1.38E+18,21/04/2021 8:49,0,0,2
"The important question is: Are decisions regarding Corona based on science and individual health, or are they improvised? So the answer is science. Then why is a woman prohibited from praying with a mask, distance, and her own rug... and the same woman is allowed to go to a café and smoke hookah without a mask, without distance, and without her own shisha? This is illogical and unscientific.",1.38E+18,21/04/2021 8:42,2,2,0
Distribution of 43.5 million doses of the vaccine against Corona in Britain,1.38E+18,21/04/2021 8:28,0,0,1
Expo 2020 Dubai highlights five societal innovations that address the challenges of Covid-19,1.38E+18,21/04/2021 8:24,1,0,1
Distribution of 22.4 million doses of the vaccine against Corona in Germany,1.38E+18,21/04/2021 8:13,0,0,1
"Excuse me, if vaccination is effective, why are the vaccinated afraid of the unvaccinated? It is personal freedom, and let the unvaccinated person sign a paper if the Corona virus comes to him. The state is not responsible for him. Everyone is free in their health. If the vaccinated person is afraid of the disease after vaccination, this means that he should ask himself: What is the benefit of vaccination if you are afraid of the disease after that?",1.38E+18,21/04/2021 7:57,0,0,0
What about the treatment of Corona?.. A promising hope coming from here,1.38E+18,21/04/2021 7:48,3,0,2
Corona infections around the world are approaching 143 million,1.38E+18,21/04/2021 7:22,1,0,0
How safe are you from Corona by traveling? Here is what happens in detail,1.38E+18,21/04/2021 7:20,3,2,1
Clots and Corona vaccines... German research explains what happens to the body,1.38E+18,21/04/2021 7:20,1,0,1
"India records more than 295,000 infections and 2,023 new deaths from “Corona”",1.38E+18,21/04/2021 7:09,1,0,0
ISESCO intensifies its efforts to support its members in overcoming the effects of Corona,1.38E+18,21/04/2021 6:43,0,0,2
"Where is the Corona virus that slaughtered us, and the presence of the public and distancing are prohibited, and I don’t know what????? But Corona exists with us... and they do not",1.38E+18,21/04/2021 6:19,0,0,0
"The UAE records 1,931 new cases of Coronavirus and 1,898 recoveries",1.38E+18,21/04/2021 10:38,0,0,1
The Prime Minister of Japan cancels a visit to India and the Philippines due to Corona,1.38E+18,21/04/2021 10:38,1,0,0
"Health reveals 1,931 new cases of “Corona”",1.38E+18,21/04/2021 10:09,0,1,0
The Philippines asks migrants to postpone their return due to Corona,1.38E+18,21/04/2021 11:48,0,0,0
The UAE tightens its preventive measures to vaccinate everyone and recover from Corona,1.38E+18,21/04/2021 11:14,0,0,1
The best prevention campaign should be kind and frank,1.38E+18,21/04/2021 11:10,0,0,2
Foods that strengthen immunity and enhance antibodies to confront Corona,1.38E+18,21/04/2021 12:48,0,0,1
A Japanese anti-coronavirus drug is entering the final stage of clinical trials,1.38E+18,21/04/2021 12:48,0,0,1
"Those who do not want to take the vaccine and do not have any excuses.. Is it normal for you to get infected with Covid and be affected by its side effects forever and not take the vaccine..? The problem with people from the medical sector - Chinese, not Pfizer, or anyone else - is that Covid-19 is worse than any plague that has ever befallen humanity.",1.38E+18,21/04/2021 12:35,0,0,0
"The UAE provides 111,176 doses of the “Covid_19” vaccine",1.38E+18,21/04/2021 12:21,0,0,1
We saw it live on Instagram on the account of the city of Bern. May God remove the affliction of Corona and we will attend it live next year,1.38E+18,21/04/2021 13:43,2,0,2
Do you remember the day Corona started and the first to object were those who objected to the closure measures? The important thing is that I trust the UAE’s procedures because the result is clear on the ground.,1.38E+18,21/04/2021 13:21,0,0,2
Can a multi-layer mask protect against the Corona virus?,1.38E+18,21/04/2021 13:18,1,1,1
"I am sad and I am not planning to leave because of the situation “May God take care of Corona.” Oh God, I forget him at work.",1.38E+18,21/04/2021 15:56,0,0,0
Mexico: 14.4 million doses of Corona vaccines have been administered so far,1.38E+18,21/04/2021 15:39,0,0,1
"We will be liberated, and I swear to God that there is no quarantine in a quarantine hospital or a nursery",1.38E+18,21/04/2021 15:11,1,0,0
Amman is being ravaged by Corona and they are not being tested,1.38E+18,21/04/2021 16:42,0,0,0
France intends to gradually ease Corona restrictions starting in May,1.38E+18,21/04/2021 16:38,0,0,1
"Hahaha, gray hair, brother, I usually go to Samad Al-Iraqi Restaurant (Jumeirah Street) (Ramadan buffet) is fine, but it is crowded, and since Corona started, I did not walk and go for another buffet (change)",1.38E+18,21/04/2021 18:58,0,0,1
"Speech can be a source of healing or a source of epidemic, depending on its type and quality.",1.38E+18,21/04/2021 18:50,0,0,2
Do not hesitate and immediately get vaccinated for the sake of your family and community.,1.38E+18,21/04/2021 18:43,0,3,1
"Just as the state has set a binding schedule for taking vaccines for newborns, to avoid diseases such as measles, hepatitis, etc., it has the right today to stress the importance of taking the Covid-19 vaccine. We must review our understanding of the concept of personal freedom, as it is worthless when it comes to the health and safety of society.",1.38E+18,21/04/2021 18:34,3,3,1
America adds 100 countries to a list to which it advises people not to travel due to Corona,1.38E+18,21/04/2021 18:06,0,0,0
Be part of the nation's recovery campaign and take the initiative to receive a vaccine,1.38E+18,21/04/2021 19:35,4,6,1
“Integrated Transport” investigates drivers exploiting “Corona” measures to increase trips,1.38E+18,21/04/2021 20:41,0,0,1
“Integrated Transport” is investigating drivers exploiting “Corona” to increase trips,1.38E+18,21/04/2021 20:41,0,0,1
Corona symptoms are not kidding,1.38E+18,21/04/2021 21:14,2,0,1
Dr.. Emirati efforts to confront this situation are not found anywhere else in the world.,1.39E+18,21/04/2021 22:42,0,2,1
Comprehensive recovery from a pandemic will only happen through vaccination.,1.39E+18,21/04/2021 22:31,2,4,1
Dr.. “Vaccination is a societal choice to confront a pandemic,1.39E+18,21/04/2021 23:40,0,1,1
"“World Health”: “Corona” affects all ages. - Indeed, a late discovery for the organization that surprises us every day",1.39E+18,21/04/2021 23:36,0,0,0
Dr.. Our wise leadership dealt with a crisis proactively and preparedly,1.39E+18,21/04/2021 23:28,0,1,2
Dr.. Vaccination is the best way to confront and eliminate a virus.,1.39E+18,21/04/2021 23:28,0,1,2
Dr.. Our wise leadership gave us a responsible speech from the beginning of the crisis,1.39E+18,21/04/2021 23:05,1,1,2
"In the societal debate about government agencies’ thinking about taking strict measures against those who refuse to take the vaccine, two completely different opinions were presented, and the government listened to them with open-mindedness, and perhaps it will benefit from the discussion to improve the decision. There is great confidence that its decision will be thoughtful, convincing, and contribute to the UAE’s excellence in confronting Corona.",1.39E+18,22/04/2021 8:29,12,4,2
Moscow announced that it had concluded a major contract to produce tens of millions of doses of the Russian “Sputnik V” vaccine against the Corona virus in Egypt.,1.39E+18,22/04/2021 8:23,6,3,1
"Bloomberg: International and transcontinental companies are planning to move their global, not just regional, headquarters at a later stage",1.39E+18,22/04/2021 8:08,38,12,1
Distribution of 18.3 million doses of the vaccine against Corona in France,1.39E+18,22/04/2021 8:03,1,0,1
Corona infections around the world exceed 143.22 million cases,1.39E+18,22/04/2021 8:00,0,0,0
Germany: 22.9 million doses of Corona vaccines have been given so far,1.39E+18,22/04/2021 7:27,0,0,1
Italy distributes 16.2 million doses of Corona vaccines,1.39E+18,22/04/2021 6:57,0,1,1
Corona infections around the world are approaching 140 million,1.39E+18,22/04/2021 6:57,0,1,0
"“Are those who died due to Corona considered martyrs? Sheikh Saad bin Turki Al-Khathlan, may God Almighty protect him “May God have mercy on my mother and father and forgive them and make them dwell in the highest paradise of Paradise with the prophets, the truthful, the martyrs, the righteous, and good companions to those and all the dead Muslims.”",1.39E+18,22/04/2021 3:02,0,0,2
"“Health” conducts 203,232 tests as part of its plans to expand the scope of tests and reveals 2,081 new infections with the new Corona virus, 1,842 recoveries, and 4 deaths during the last hours...",1.39E+18,22/04/2021 10:24,0,0,1
"Health reveals 2,081 new cases of “Corona”",1.39E+18,22/04/2021 10:24,0,0,0
"The UAE records 2,081 new cases of Coronavirus and 1,842 recoveries",1.39E+18,22/04/2021 10:24,0,0,1
"The Department of Islamic Affairs and Charitable Activities in Dubai announced a set of controls for holding evening and Tarawih prayers in mosques. The department was keen not to close mosques during the month of Ramadan despite the Corona virus pandemic, but it set precautionary controls for prevention, targeting the safety of worshipers. Watch the video for more.",1.39E+18,22/04/2021 12:50,0,0,2
"19 deaths and 1,652 new cases of “Corona” in Palestine",1.39E+18,22/04/2021 12:30,0,0,0
Violations and fines to limit Corona in the Emirates.. Learn about them,1.39E+18,22/04/2021 12:22,0,0,1
"Our holy religion commanded us to follow and obey the ruler. My advice to everyone is to hurry up and take the vaccination, may God bless you (Covid-19)",1.39E+18,22/04/2021 12:19,0,0,1
Coronavirus causes hearing loss and tinnitus,1.39E+18,22/04/2021 12:18,0,0,0
"All thanks and appreciation to our heroes in the health sector and those working in the face of the virus. We ask God, in the blessed month, to grant them success and protect them from all harm, to lift this calamity from us and from the rest of the world, to bring down healing in His greatest name, and to bestow glory and development on our homeland, the Emirates.",1.39E+18,22/04/2021 15:00,0,1,2
Sweden extends restrictions again due to the continued rise in Corona infections,1.39E+18,22/04/2021 14:57,0,1,0
Dubai requires those arriving from India to undergo a “Covid-19” test 48 hours in advance,1.39E+18,22/04/2021 14:27,0,0,1
Ajman: Closing two restaurants and a barbershop for not adhering to Corona measures,1.39E+18,22/04/2021 16:21,0,0,1
"Russia records 8,996 new cases of “Corona”",1.39E+18,22/04/2021 16:06,0,0,2
Corona infections are again on the rise in Algeria,1.39E+18,22/04/2021 19:03,0,0,1
The UAE exceeds the barrier of 10 million doses of the Covid-19 vaccine,1.39E+18,22/04/2021 19:01,1,1,1
"WAM: The Ministry of Health announces that the number of COVID-19 vaccine doses provided in the country has exceeded the 10 million doses mark, an achievement that reflects the success of the national vaccination campaign.",1.39E+18,22/04/2021 18:40,28,6,2
The UAE exceeds the barrier of 10 million doses of the Corona vaccine,1.39E+18,22/04/2021 19:37,1,1,1
"The Muslim Brotherhood is a pest and epidemic everywhere. They do nothing but strife and discord between the fabric of one people and the Arab world as a whole. We hope that the day will come when the existence of this faction ends. Religion does not need groups to spread. God is the preserver of religion on His earth. Praise be to God for the blessing of Islam, the foundation of which is peace, mercy and affection.",1.39E+18,22/04/2021 19:37,1,1,2
France is developing a plan to reopen the country after the closure imposed by the Covid-19 pandemic,1.39E+18,22/04/2021 19:24,0,1,2
"“Health” announces the provision of 101,239 doses of the “Covid-19” vaccine during the past 24 hours... and the total to date is 10,001,241",1.39E+18,22/04/2021 19:24,0,1,1
"The UAE provides 101,239 doses of the “Covid-19” vaccine",1.39E+18,22/04/2021 19:24,0,1,1
Congratulations on crossing the 10 million vaccine doses barrier,1.39E+18,22/04/2021 19:13,1,0,1
An Emirati engineer confronts “Corona” by building field hospitals,1.39E+18,22/04/2021 20:58,0,0,2
"This is the twenty-first examination, Corona time",1.39E+18,22/04/2021 20:31,1,0,1
"If it weren't for Corona, your mother would sell pasta",1.39E+18,22/04/2021 23:07,0,0,1
Distribution of 18.7 million doses of the vaccine against Corona in France,1.39E+18,23/04/2021 9:32,1,0,1
Distribution of 23.7 million doses of the vaccine against Corona in Germany,1.39E+18,23/04/2021 9:32,2,0,1
Distribution of 44.5 million doses of the Corona vaccine in Britain,1.39E+18,23/04/2021 9:32,1,0,1
"Last year, during the height of Corona, during Ramadan, the master air conditioner was damaged, and they had to replace the compressor, and during the day, every time I called someone, someone would tell me after Ramadan.",1.39E+18,23/04/2021 9:07,0,0,0
"If you enter the Indian dynasty, you will not leave the country.",1.39E+18,23/04/2021 9:01,0,2,1
Bahrain and Israel agree to mutual recognition of vaccination against Corona,1.39E+18,23/04/2021 7:48,0,0,1
India records the highest daily number of “Corona” infections in the world,1.39E+18,23/04/2021 7:30,0,0,0
"I would like to thank you, I have been treated very well at Al Rahaba Hospitality Center since day one after Covid hit.",1.39E+18,23/04/2021 7:20,0,0,2
Corona infections around the world exceed 144.04 million cases,1.39E+18,23/04/2021 5:46,0,0,0
Corona virus study: Corona virus severely harms pregnant women,1.39E+18,23/04/2021 4:23,0,0,0
“Corona”: Europe cautiously lifts restrictions. -We hope it will be the last time,1.39E+18,23/04/2021 3:03,1,0,2
"The history of Corona comes to Egypt, my blood pressure is high, and I am in the Emirates",1.39E+18,23/04/2021 2:24,0,0,1
A study warns that infection with “Corona” causes hearing loss and tinnitus,1.39E+18,23/04/2021 2:18,2,0,0
The Director of World Health denounces the disparity in the distribution of vaccines against Corona,1.39E+18,23/04/2021 10:44,0,0,0
"The Ministry of Health conducts 202,068 tests as part of its plans to expand the scope of tests and reveals 1,973 new infections with the new Corona virus, 1,744 recoveries and two deaths during the first hours...",1.39E+18,23/04/2021 10:12,0,0,1
"“Health” records 1,973 new cases of Coronavirus",1.39E+18,23/04/2021 10:12,0,0,0
"The UAE provides 105,443 doses of the “Covid-19” vaccine",1.39E+18,23/04/2021 12:36,0,0,1
"“Health” announces the provision of 105,443 doses of the “Covid-19” vaccine during the past 24 hours... and the total to date is 10,106,684",1.39E+18,23/04/2021 12:20,0,0,1
British Prime Minister announces control of Corona,1.39E+18,23/04/2021 13:20,0,0,1
The UAE has distributed 10.106 million doses of the Corona vaccine to date,1.39E+18,23/04/2021 13:20,0,0,1
"The total number of Corona vaccine doses provided in the UAE reaches 10,106,684 doses",1.39E+18,23/04/2021 14:49,0,1,1
My brother told me the car was hot. I told him that there was Corona in it and he left me alone,1.39E+18,23/04/2021 18:27,1,0,1
"The UAE provided 105,443 doses of the “Covid-19” vaccine during the past 24 hours",1.39E+18,23/04/2021 18:19,3,0,1
"Kuwait records 1,432 new cases of “Corona” and 9 deaths",1.39E+18,23/04/2021 21:03,0,0,0
State mosques without violations of “Corona” procedures,1.39E+18,23/04/2021 21:03,0,0,1
Tunisia: Record death toll from Corona,1.39E+18,23/04/2021 20:55,0,0,0
Priority will be given to those who have not taken the Covid-19 vaccine,1.39E+18,23/04/2021 20:29,0,0,1
"I swear to God, we are waiting for you, big man. You are a beautiful artist. I respect everything about you, and all people love and respect you and are impatiently waiting for you.",1.39E+18,23/04/2021 21:24,2,0,2
"When the Corona crisis happened, we didn't need to care about antiquities, politics, age, or anything else. It was all left on the screens.",1.39E+18,23/04/2021 21:08,0,0,1
Microscope: “Corona” did not affect the “Rahal” application in Dubai,1.39E+18,23/04/2021 22:29,0,0,1
Dubai Health: Those who receive the Corona vaccine are at risk of developing minor symptoms,1.39E+18,23/04/2021 22:29,0,0,0
Doctors: The UAE is moving towards a complete recovery from “Corona”,1.39E+18,23/04/2021 22:29,0,0,2
"1,973 new cases of “Corona”, two deaths, and 1,744 cases recovered",1.39E+18,23/04/2021 22:29,0,0,1
Mohammed bin Zayed Field Hospital in Sharjah receives “Corona” patients,1.39E+18,23/04/2021 22:28,1,0,1
"1,744 new recoveries of “Corona” patients",1.39E+18,23/04/2021 22:28,0,0,2
"105,443 doses of the “Covid-19” vaccine were provided by the Ministry of Health within 24 hours",1.39E+18,23/04/2021 22:28,0,0,1
"God, on the first days of Corona, when we used to see and monitor the number of cases every day, today they say that Corona is mutated and more ferocious, and we are not affected.",1.39E+18,23/04/2021 22:28,0,0,2
"O you who pass between the fleeting words, take your names and leave and withdraw your hours from our time, and leave and take whatever you want of the blue of the sea and the sand of memory and take whatever pictures you want, so that you will know that you will not know how a stone from our earth builds the roof of the sky.",1.39E+18,24/04/2021 9:17,0,0,2
"An incentive initiative in Washington, DC, for those who are hesitant to take a virus vaccine, a vaccination dose in exchange for a marijuana dose. It seems that there is a high demand for vaccination. What is the appropriate incentive in the UAE during the holy month of Ramadan and afterward Eid, instead of the threatening rhetoric we heard this week?",1.39E+18,24/04/2021 8:38,27,7,1
Germany: The “emergency brake” law to contain Corona enters into force,1.39E+18,24/04/2021 8:28,0,0,1
Corona virus kills 3 million and infects 144.94 people in the world,1.39E+18,24/04/2021 8:15,0,0,0
"India's health ministry said coronavirus infections rose by 346,786 overnight, setting a new global record for the third day in a row, as overwhelmed hospitals requested oxygen supplies.",1.39E+18,24/04/2021 8:01,0,0,0
Distribution of 16.8 million doses of Corona vaccines in Italy,1.39E+18,24/04/2021 7:58,0,0,1
Spain distributes 14.3 million doses of Corona vaccines,1.39E+18,24/04/2021 7:58,0,0,1
Kuwait stops direct commercial flights with India due to Corona,1.39E+18,24/04/2021 7:02,0,0,0
Corona Vaccine About the best vaccine against Corona that can be obtained.. World Health…,1.39E+18,24/04/2021 4:28,0,0,2
"Al Baroun General Cleaning Company Sofas - carpets - villas - apartments - offices - kitchens - gardens - polishing marble tiles - complete sterilization with steam. We always strive to serve you, satisfy you and provide the best 0528005095",1.39E+18,24/04/2021 4:22,0,0,1
"Al-Baroon Company for General Cleaning - Sofas - carpets - villas - apartments - offices - kitchens - gardens - polishing marble tiles - complete sterilization with steam. We always strive to serve you, satisfy you and provide the best... Contact: 0528005095",1.39E+18,24/04/2021 4:21,0,0,1
"2019 The discovery of the Covid virus 2020 The emergence of mutations in Britain, South Africa, Brazil 2021 The emergence of mutations of an Indian strain, a Tunisian strain. . . 2030 The emergence of strain mutations in the upper atmosphere, a strain in the ozone, and thus the Corona virus will continue to mutate and sequence.",1.39E+18,24/04/2021 1:50,1,0,1
Corona vaccine: About the best vaccine against Corona that can be obtained.. World Health advises,1.39E+18,24/04/2021 10:57,0,0,2
Corona taught us that we can live without going to Dubai every week :-)),1.39E+18,24/04/2021 11:52,0,0,2
Belgian scientists discover a protein that helps spread the Corona virus,1.39E+18,24/04/2021 11:19,0,0,1
"“Health”: 2,080 new cases of Coronavirus",1.39E+18,24/04/2021 12:56,0,0,0
Doctors: Corona vaccinations are safe and community immunity is measured by the number of immunized people,1.39E+18,24/04/2021 12:35,1,0,2
“Dubai Municipality” violates and closes 6 institutions and warns 4 that did not adhere to the measures to confront Corona,1.39E+18,24/04/2021 12:05,0,0,1
"“Health” announces the provision of 87,592 doses of the “Covid-19” vaccine during the past 24 hours, and the total to date is 10,194,276.",1.39E+18,24/04/2021 13:57,0,0,1
"“Health” announces the provision of 87,592 new doses of the Covid-19 vaccine.",1.39E+18,24/04/2021 13:44,0,0,1
"“Health” announces the provision of 87,592 doses of the Corona vaccine during the past 24 hours",1.39E+18,24/04/2021 13:44,0,0,1
The daily record number of Corona infections in the world exceeds 893 thousand,1.39E+18,24/04/2021 13:32,0,0,0
"Doctors: Corona vaccinations are safe, and community immunity is measured by the number of immunized people",1.39E+18,24/04/2021 13:28,0,0,2
"The Ministry of Health conducts 212,779 tests as part of its plans to expand the scope of tests and reveals 2,080 new cases of “Corona”, 1,793 recoveries and two deaths during the past 24 hours.",1.39E+18,24/04/2021 13:28,0,0,1
"The UAE records 2,080 new cases of Coronavirus",1.39E+18,24/04/2021 13:12,0,1,0
Egyptian Health: Corona infection rates in the third wave increased by about 10%,1.39E+18,24/04/2021 13:11,1,1,0
The first infection with the Indian mutant version of Covid was recorded in Switzerland,1.39E+18,24/04/2021 13:11,2,1,1
Corona Open Film Festival,1.39E+18,24/04/2021 15:04,0,0,1
"Will the vaccine cause Corona? Since when? Sinopharm is a dead virus, impossible to cause Corona. We all took it and nothing happened.. Professor, there are people who became infected after they did the PCR in the first place. You will find your sister after the swab, she took off a mask and is living like the majority of people around her.. It does not mean that she is a doctor to remain committed.",1.39E+18,24/04/2021 14:37,1,0,0
"If the Corona vaccine is taken during the incubation period of the virus (symptoms of the virus have not yet appeared), the disease will be very severe. The vaccine cannot be taken while the person is carrying the virus 2. This is what happens when traveling - they do a PCR swab and it actually comes out negative, but after the swab an infection occurs and it is detected at the airport (that’s why infections in the UAE are high)",1.39E+18,24/04/2021 15:11,0,0,1
"Dar Al-Bar Association announces the issuance of the book “Tahdheeb Al-Tahdheeb” by Ibn Hajar. To obtain a copy, please contact the toll-free number 80079 or communicate via WhatsApp on the number +97143185033. .",1.39E+18,24/04/2021 17:55,0,0,1
"The Indian strain is the most dangerous, and India is witnessing the largest outbreak of the Corona virus. For many reasons, the UAE must be careful, even more careful, than other countries.",1.39E+18,24/04/2021 17:41,21,4,0
"If you say Corona, it is better",1.39E+18,24/04/2021 17:11,0,0,1
Corona infections in Jordan exceed 700 thousand,1.39E+18,24/04/2021 18:47,1,0,0
"This year, I was ordering a pizza and when I received it, I put it on a plate because there was no Corona from the box. Thank God the situation has changed from year to year.",1.39E+18,24/04/2021 18:08,7,0,2
"Saudi Arabia records 9 deaths and 1,072 new cases of “Corona”",1.39E+18,24/04/2021 19:07,0,1,0
"Jordan records 49 deaths and 1,259 new cases of “Corona”",1.39E+18,24/04/2021 19:07,0,1,0
"Iraq records 43 deaths and 6,967 new cases of “Corona”",1.39E+18,24/04/2021 19:07,0,1,0
"Lebanon records 28 deaths and 1,511 new cases of “Corona”",1.39E+18,24/04/2021 19:07,1,1,0
Doctors: The “Covid-19” vaccine is safe... and refraining from vaccination is an “unjustified behavior”,1.39E+18,24/04/2021 20:56,0,0,2
"Hello Engineer Saeed, everyone heard the threat to take strict punitive measures against those who are hesitant to take the Corona vaccine.",1.39E+18,24/04/2021 20:28,0,0,1
Doctors: Refraining from vaccination against “Covid-19” is “unjustified” behavior,1.39E+18,24/04/2021 21:20,0,0,1
2080 new cases of “Corona”... and two deaths,1.39E+18,24/04/2021 22:21,0,0,0
“Dubai Municipality” violates and closes 6 institutions that did not comply with “Corona” procedures,1.39E+18,24/04/2021 22:21,0,0,1
“Ajman Square” provides advanced medical services to confront “Corona”,1.39E+18,24/04/2021 22:21,0,0,2
Details: 23 people were killed in Baghdad in a fire in a hospital designated for Corona patients,1.39E+18,25/04/2021 0:38,0,0,0
Extending the lockdown measures in New Delhi to control the Corona outbreak,1.39E+18,25/04/2021 9:54,0,0,2
Britain: 45.6 million doses of Corona vaccines administered,1.39E+18,25/04/2021 9:54,0,0,1
The mystery of Corona 13 being infected only in China and thousands elsewhere in the world,1.39E+18,25/04/2021 8:48,0,0,1
Corona infections approach 4 million in Italy,1.39E+18,25/04/2021 8:44,0,0,0
A threat...a new type of Corona appears on British bats,1.39E+18,25/04/2021 7:03,0,1,0
Corona around the world: 146.5 million infections... and more than a billion vaccine doses administered,1.39E+18,25/04/2021 7:02,0,1,1
Iraq declares mourning for the lives of the victims of the Corona Hospital fire,1.39E+18,25/04/2021 6:31,0,1,1
Corona infections in America exceed 32 million,1.39E+18,25/04/2021 6:31,0,1,0
Iraq: 45 deaths in a fire in a hospital for Corona patients,1.39E+18,25/04/2021 6:31,0,1,0
A new Corona virus appears on British bats...a threat to vaccines,1.39E+18,25/04/2021 6:27,0,1,0
Corona is only in the media and in the minds of their followers,1.39E+18,25/04/2021 3:31,0,0,1
Iraq declares 3 days of mourning for the victims of the Corona Hospital fire,1.39E+18,25/04/2021 2:14,0,0,1
"The Ministry of Health conducts 205,321 tests as part of its plans to expand the scope of tests and reveals 1,813 new infections with the new Corona virus, 1,652 recoveries, and two deaths during the past hours...",1.39E+18,25/04/2021 11:04,0,0,1
"The UAE reveals 1,813 new infections with the emerging coronavirus",1.39E+18,25/04/2021 11:04,0,0,0
Amid a worsening wave of Corona... Pakistan provides medical supplies to India,1.39E+18,25/04/2021 10:48,0,0,2
Declaring a state of emergency for health and security reasons. three months,1.39E+18,25/04/2021 10:44,1,0,1
"Health: 1,813 new cases of Coronavirus and 1,652 recoveries.",1.39E+18,25/04/2021 10:20,0,0,1
The best time to exercise is after receiving the Corona vaccine,1.39E+18,25/04/2021 12:04,0,0,1
The Oscars are preparing for a unique ceremony today in a version that complies with Corona rules,1.39E+18,25/04/2021 11:27,0,0,2
"Today, Sunday, Egyptian President Abdel Fattah El-Sisi received the vaccine against the Corona virus, as part of the national campaign to vaccinate citizens.",1.39E+18,25/04/2021 14:02,0,0,2
"“Health” announces the provision of 21,580 doses of the “Covid-19” vaccine during the past 24 hours... and the total to date is 10,215,856",1.39E+18,25/04/2021 13:08,0,0,1
"The UAE provides 21,580 doses of the “Covid-19” vaccine",1.39E+18,25/04/2021 13:08,0,0,1
"Egyptian President Abdel Fattah receives the anti-virus vaccine in good health and safety, Mr.",1.39E+18,25/04/2021 12:41,268,23,2
"“Health”: Providing 21,580 doses of the “Covid-19” vaccine",1.39E+18,25/04/2021 12:23,0,0,1
Canada: Administering 11.5 million doses of vaccine against the Corona virus,1.39E+18,25/04/2021 14:59,1,1,1
The European Union sends aid to India to contain the Corona pandemic,1.39E+18,25/04/2021 14:59,0,0,2
The Egyptian President receives an anti-coronavirus vaccine,1.39E+18,25/04/2021 14:59,0,1,2
Corona is pasta,1.39E+18,25/04/2021 15:09,1,0,1
Saudi Arabia provides India with “oxygen” to confront “Corona”,1.39E+18,25/04/2021 18:03,0,0,2
"God willing, Majed Abdullah had knowledge of Corona for 21 years. He put his mask in his clothing pocket.",1.39E+18,25/04/2021 17:37,1,0,2
The European Union intensifies its support for India in the face of Corona,1.39E+18,25/04/2021 17:10,0,0,2
“It affirms its solidarity and standing with the friendly Republic in the face of challenges.”,1.39E+18,25/04/2021 18:45,2,10,2
The UAE affirms its solidarity with India in facing the challenges of Corona,1.39E+18,25/04/2021 18:17,0,1,2
The Portuguese commemorate the revolution despite Corona,1.39E+18,25/04/2021 19:11,0,1,1
"Among the reasons that prevent me from taking the vaccine: - 1- It does not prevent Corona 2- To preserve the E, a periodic examination every 7 days 3- What is exempt from wearing a mask 4- You are not allowed to mix 5- Whether you are a restaurant or elsewhere, you must have a PCR test every time Retreat from a government agency or department 6- Quarantine upon return from travel 7- Remind me if I forgot anything?",1.39E+18,25/04/2021 20:48,1,0,1
